"Subject","Date","Time","Duration (min)","Recipients","Send Rate (/min)","Unique Opened","Total Opened","% Opened","Recipients who Clicked Links","% Recipients who Clicked","Total Links Clicked","Hard Bounced","Soft Bounced","Total Bounced","% Bounced","Unsubscribed","% Unsubscribed","Forwarded","Recipients who Forwarded","% Recipients who Forwarded"
"Ticket Master en Plaza de la Tecnología Compra tus boletos","26/02/15","14:31","373.05","37302","99.99","2113","2425","5.66","73","0.2","83","0","0","0","0","0","0","0","0","0"
