"Subject","Date","Time","Duration (min)","Recipients","Send Rate (/min)","Unique Opened","Total Opened","% Opened","Recipients who Clicked Links","% Recipients who Clicked","Total Links Clicked","Hard Bounced","Soft Bounced","Total Bounced","% Bounced","Unsubscribed","% Unsubscribed","Forwarded","Recipients who Forwarded","% Recipients who Forwarded"
"Concurso Nacional de Cosplay 2015","28/08/15","09:59","3.17","344","108.63","18","23","5.23","0","0","0","0","0","0","0","0","0","0","0","0"
